VC_NDA_VALORCAUSA,VC_NDA_TIPOPESSOA,VC_NDA_TIPODIVIDA,VC_NDA_SITUACAODIVIDA,VC_NDA_TIPOCOBRANCA,ID_NDA
continuous,FISICA JURIDICA,AUTO\ DE\ APREENSÃO AUTO\ DE\ INFRAÇÃO AUTO\ DE\ INFRAÇÃO\ CPRH AUTO\ DE\ INFRAÇÃO\ DE\ ICMS AUTO\ DE\ INFRAÇÃO\ SIMPLES\ NACIONAL AUTO\ DE\ INFRAÇÃO\ TAXA\ FUSP AUTO\ LANÇAMENTO\ SEM\ PENALIDADE DÉBITOS\ DECLARADOS\ DO\ SIMPLES\ NACIONAL NOTIFICAÇÃO\ AUTOMÁTICA\ DE\ DÉBITO NOTIFICAÇÃO\ DE\ DÉBITO NOTIFICAÇÃO\ DE\ DÉBITO\ AUTOMÁTICA NOTIFICAÇÃO\ DE\ DÉBITO\ DE\ ICMS NOTIFICAÇÃO\ DE\ DÉBITO\ DE\ IPVA NOTIFICAÇÃO\ DE\ DÉBITO\ SEM\ PENALIDADE NOTIFICAÇÃO\ DE\ LANÇAMENTO\ ICD SENTENCA\ JUDICIAL TERMO\ CONSTITUIÇÃO\ CRÉDITO\ NÃO\ TRIBUTÁRIO TERMO\ DE\ ACOMPANHAMENTO\ E\ REGULARIZAÇÃO,ATIVO\ CANCELADO ATIVO\ INTIMADO ATIVO\ REGULAR ATIVO\ SUSPENSO,AJUIZAMENTO PROTESTO,continuous
,,,,class,meta
7332.9,FISICA,SENTENCA JUDICIAL,ATIVO REGULAR,AJUIZAMENTO,25686.0
10083.05,JURIDICA,NOTIFICAÇÃO AUTOMÁTICA DE DÉBITO,ATIVO REGULAR,AJUIZAMENTO,25687.0
7663.46,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25690.0
10030.36,JURIDICA,DÉBITOS DECLARADOS DO SIMPLES NACIONAL,ATIVO REGULAR,AJUIZAMENTO,25691.0
10023.55,JURIDICA,NOTIFICAÇÃO AUTOMÁTICA DE DÉBITO,ATIVO REGULAR,AJUIZAMENTO,25692.0
10067.78,JURIDICA,AUTO DE INFRAÇÃO,ATIVO REGULAR,AJUIZAMENTO,25695.0
7321.7,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25696.0
10015.46,JURIDICA,AUTO DE INFRAÇÃO,ATIVO REGULAR,AJUIZAMENTO,25697.0
9482.09,FISICA,SENTENCA JUDICIAL,ATIVO REGULAR,AJUIZAMENTO,25698.0
7127.93,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25699.0
7266.4,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25702.0
7129.97,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25703.0
7127.93,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25704.0
7239.31,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25705.0
7192.92,FISICA,SENTENCA JUDICIAL,ATIVO REGULAR,AJUIZAMENTO,25706.0
7239.31,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25707.0
7199.66,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25708.0
7199.66,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25709.0
7146.84,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25711.0
7204.19,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25712.0
7239.31,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25713.0
7150.12,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25714.0
7206.31,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25715.0
7155.47,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25716.0
7204.19,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25717.0
7201.8,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25718.0
7150.65,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25720.0
7238.96,JURIDICA,TERMO CONSTITUIÇÃO CRÉDITO NÃO TRIBUTÁRIO,ATIVO REGULAR,AJUIZAMENTO,25721.0
7150.01,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25722.0
7189.99,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25723.0
7150.12,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25725.0
7150.12,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25726.0
7239.31,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25727.0
7266.4,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25728.0
6761.84,JURIDICA,AUTO DE INFRAÇÃO CPRH,ATIVO REGULAR,AJUIZAMENTO,25729.0
6857.83,JURIDICA,AUTO DE INFRAÇÃO CPRH,ATIVO REGULAR,AJUIZAMENTO,25730.0
6857.83,JURIDICA,AUTO DE INFRAÇÃO CPRH,ATIVO REGULAR,AJUIZAMENTO,25731.0
6780.22,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25732.0
6971.74,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25733.0
6977.27,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25734.0
6955.51,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25735.0
6788.77,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25736.0
6757.33,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25737.0
6890.28,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25738.0
7104.37,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25739.0
6969.46,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25740.0
6908.52,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25741.0
6780.22,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25742.0
6831.27,JURIDICA,AUTO DE INFRAÇÃO CPRH,ATIVO REGULAR,AJUIZAMENTO,25743.0
6877.25,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25744.0
6923.78,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25745.0
6977.27,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25746.0
6780.22,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25747.0
7012.48,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25748.0
6780.22,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25749.0
6780.22,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25750.0
6977.27,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25751.0
7086.32,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25752.0
6749.64,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25753.0
6825.62,FISICA,SENTENCA JUDICIAL,ATIVO REGULAR,AJUIZAMENTO,25754.0
6977.27,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25755.0
7008.23,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25756.0
7001.23,FISICA,SENTENCA JUDICIAL,ATIVO REGULAR,AJUIZAMENTO,25757.0
6768.67,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25758.0
5065.53,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25759.0
5332.43,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25760.0
5396.42,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25761.0
5413.98,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25762.0
5597.19,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25764.0
5913.3,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25765.0
5001.79,JURIDICA,TERMO CONSTITUIÇÃO CRÉDITO NÃO TRIBUTÁRIO,ATIVO REGULAR,AJUIZAMENTO,25767.0
5321.48,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25768.0
5065.53,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25769.0
6225.55,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25770.0
5605.0,JURIDICA,AUTO DE INFRAÇÃO CPRH,ATIVO REGULAR,AJUIZAMENTO,25771.0
5882.49,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25772.0
5657.5,JURIDICA,AUTO DE INFRAÇÃO CPRH,ATIVO REGULAR,AJUIZAMENTO,25773.0
5303.83,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25774.0
5145.53,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25775.0
5725.33,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25776.0
6302.83,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25777.0
5362.57,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25778.0
6010.22,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25779.0
6438.76,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25780.0
6438.76,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25781.0
5308.17,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25782.0
6061.53,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25783.0
5408.59,JURIDICA,AUTO DE INFRAÇÃO CPRH,ATIVO REGULAR,AJUIZAMENTO,25784.0
5786.83,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25785.0
6100.44,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25786.0
6560.16,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25787.0
6538.76,JURIDICA,AUTO DE INFRAÇÃO CPRH,ATIVO REGULAR,AJUIZAMENTO,25788.0
5851.48,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25789.0
5167.08,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25790.0
6530.83,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25791.0
5277.94,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25792.0
5890.09,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25793.0
6407.2,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25794.0
6556.34,JURIDICA,TERMO CONSTITUIÇÃO CRÉDITO NÃO TRIBUTÁRIO,ATIVO REGULAR,AJUIZAMENTO,25795.0
5362.42,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25796.0
5463.34,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25797.0
6007.94,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25798.0
5800.86,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25799.0
5565.31,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25800.0
5877.72,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25801.0
5523.35,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25802.0
6124.7,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25803.0
5597.19,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25804.0
5676.14,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25805.0
5427.86,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25806.0
5369.3,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25807.0
6386.45,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25808.0
5369.3,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25809.0
5279.52,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25810.0
5905.26,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25811.0
5369.3,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25812.0
5809.19,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25813.0
5429.44,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25814.0
5113.41,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25815.0
5676.14,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25816.0
5029.23,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25817.0
5890.09,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25818.0
5882.49,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25819.0
5389.1,FISICA,SENTENCA JUDICIAL,ATIVO REGULAR,AJUIZAMENTO,25820.0
6418.53,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25821.0
5321.48,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25822.0
6007.94,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25823.0
5529.34,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25824.0
5362.42,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25825.0
5177.48,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25826.0
6749.64,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25827.0
5177.48,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25828.0
6266.37,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25829.0
5608.71,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25830.0
5359.17,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25831.0
5708.11,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25832.0
6100.44,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25833.0
5181.29,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25834.0
6231.17,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25835.0
5177.48,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25836.0
6583.93,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25837.0
5384.45,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25838.0
5040.33,FISICA,SENTENCA JUDICIAL,ATIVO REGULAR,AJUIZAMENTO,25839.0
5529.34,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25840.0
5798.46,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25841.0
6225.55,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25842.0
5369.3,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25843.0
5597.19,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25844.0
5800.86,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25845.0
5369.3,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25846.0
5529.34,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25847.0
5534.24,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25848.0
6339.53,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25849.0
5882.49,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25850.0
5070.84,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25851.0
5198.61,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25852.0
5699.22,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25853.0
5182.94,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25854.0
5369.3,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25855.0
5667.14,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25856.0
6583.93,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25857.0
6698.94,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25858.0
5369.3,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25859.0
5699.22,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25860.0
5250.89,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25861.0
5562.97,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25862.0
5403.76,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25863.0
5167.69,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25864.0
5510.45,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25865.0
5798.46,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25866.0
5025.15,JURIDICA,TERMO CONSTITUIÇÃO CRÉDITO NÃO TRIBUTÁRIO,ATIVO REGULAR,AJUIZAMENTO,25867.0
5177.48,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25868.0
5070.84,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25869.0
6712.35,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25870.0
6061.53,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25871.0
5224.69,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25872.0
5146.44,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25873.0
5634.68,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25874.0
5536.21,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25875.0
6066.0,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25876.0
5786.83,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25877.0
5786.83,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25878.0
5786.83,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25879.0
5237.46,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25880.0
6160.72,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25881.0
6583.93,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25882.0
5523.35,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25883.0
5519.58,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25884.0
5315.19,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25885.0
5277.94,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25886.0
6152.9,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25887.0
5546.29,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25888.0
5725.33,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25889.0
6010.22,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25890.0
5458.14,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25891.0
5414.96,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25892.0
6434.89,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25893.0
5403.76,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25894.0
5536.21,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25895.0
5073.01,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25896.0
5741.94,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25897.0
6583.93,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25898.0
5699.22,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25899.0
5699.22,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25900.0
5593.04,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25901.0
6346.3,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25902.0
5163.48,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25903.0
5011.29,FISICA,NOTIFICAÇÃO DE LANÇAMENTO ICD,ATIVO REGULAR,AJUIZAMENTO,25904.0
